time_id,r_bist,r_garan,r_ereg,r_ansgr,r_toaso,r_vestl,r_usd
346,-1.3129,-1.4986,-4.7059,0.0000,-2.3279,0.6878,0.1707
347,-0.3051,1.7981,-3.2099,0.0000,-2.0725,-2.8689,0.7156
348,0.2201,2.0380,-2.5510,0.0000,-2.4339,-2.9536,0.2707
349,-1.3410,-0.1332,-3.1414,-0.6536,-3.3623,-3.7681,0.5062
350,4.9147,3.8667,3.7838,0.0000,6.3973,5.5723,-0.8058
351,-4.0975,-5.2632,-6.5104,0.6579,-2.5844,-5.4208,1.4216
352,1.9449,1.4905,2.7855,0.0000,3.4109,2.2624,1.8021
353,-0.5409,-0.6676,1.6260,0.0000,1.1518,-2.9499,0.9179
354,1.6626,2.6882,-2.6667,0.0000,0.9317,1.3678,0.1624
355,-0.6479,0.6545,-0.5479,1.3072,0.1026,-0.4498,0.9081
356,-5.1903,-7.4122,-6.8871,-0.6452,-5.5328,-8.2831,1.5748
357,1.2213,-0.4213,9.7633,1.2987,-0.9219,3.6125,2.9109
358,0.6183,0.8463,0.5391,0.6410,1.0400,-1.5848,3.7510
359,-1.6863,-4.7552,3.4853,2.5478,0.1625,-3.2206,2.1929
360,-1.3078,0.1468,5.1813,4.3478,-1.8929,-5.4908,2.1169
361,3.1834,1.9062,8.1281,-2.3810,5.3473,1.2324,-1.3063
362,2.4593,3.1655,2.9613,6.0976,4.1863,8.8696,0.8632
363,-0.7959,-1.3947,-2.2124,1.1494,0.8538,-0.4792,0.2853
364,1.5155,0.1414,0.9050,-1.1364,3.4861,1.9262,0.1991
365,-1.3208,-2.2599,-6.2780,-0.5747,-3.3686,-2.2047,2.9241
366,5.7294,5.9249,17.2249,4.6243,2.8386,5.3140,4.4959
367,1.8925,0.1364,-1.0204,5.5249,1.9370,8.4098,0.6599
368,0.9152,0.0000,1.8557,1.5707,3.5629,-10.4372,1.3898
369,5.4423,11.7166,4.0486,4.1237,2.0183,5.6693,-4.0347
370,-1.0365,-2.1951,-3.1128,3.9604,-1.4838,-4.6200,-0.1348
371,1.5514,4.6135,3.2129,0.9524,2.5559,0.3125,-1.7002
372,-0.6439,-3.8141,0.5837,3.7736,2.0917,-2.1807,-1.6198
373,1.6583,2.3544,1.3540,0.9091,0.3051,0.0000,3.8789
374,-0.1233,0.6053,-2.4809,-0.9009,1.3907,1.4331,0.2955
375,0.9820,-0.1203,5.4795,0.9091,-1.2002,3.1397,-3.0534
376,-0.1201,0.0000,-3.8961,-1.3514,-0.8243,0.7610,-0.0276
377,-1.5880,-0.8434,-1.1583,1.8265,0.4374,4.9849,0.6356
378,-0.5060,2.3086,0.5859,0.8969,2.9617,-1.8705,2.1694
379,1.7700,7.0071,-1.1650,-1.7778,3.6379,5.1320,-0.8870
380,2.6206,-0.9989,6.8762,1.3575,2.1224,2.5105,-1.1932
381,2.4143,3.0269,11.5809,3.1250,2.3581,-0.8163,-2.5799
382,-0.7680,-1.4146,-2.9654,3.0303,0.0000,-5.8985,0.0563
383,1.1370,-1.5453,2.0374,1.2605,-3.8657,-1.3120,0.6758
384,0.1589,1.5695,-0.6656,0.4149,-0.1219,-2.2157,0.0000
385,2.5076,1.7660,1.1725,0.0000,1.6267,1.8127,-0.1678
386,1.3684,0.2169,1.4901,-1.2397,3.2413,1.9288,-1.5688
387,0.0758,-0.4329,-2.1207,3.7657,-0.0775,0.5822,0.5977
388,-0.7583,-0.4348,-1.5000,3.6290,-1.0473,-3.1838,-0.6507
389,1.4727,1.6376,2.3689,0.3891,0.7448,0.4484,-0.0854
390,0.8047,0.7519,8.5950,1.1628,-2.6459,2.2321,0.3135
391,-0.3544,0.7463,0.1522,1.1494,-0.5995,-1.4556,2.9550
392,5.0870,5.7143,7.4468,0.0000,4.4230,3.5451,-2.2906
393,1.5851,0.4004,4.5262,0.0000,3.6966,1.4265,-0.2824
394,0.8020,1.0967,-0.5413,-0.7576,0.9655,1.5471,-0.0566
395,0.7851,0.4931,3.8095,0.3817,-0.0736,-5.5402,0.1700
396,-1.4576,-1.3739,-5.1114,-4.1825,2.4291,6.3050,0.0566
397,0.2237,0.5970,0.5525,3.9683,-0.8983,10.4828,-0.5090
398,2.3812,3.8576,2.7473,2.6718,0.4714,1.1236,-1.7337
399,0.2327,-1.9048,2.4064,0.3717,-1.2631,3.2099,0.1157
400,-1.4170,-2.8155,-2.0888,-1.1111,4.1667,1.7943,-1.5022
401,-0.6547,1.0989,-2.4000,0.0000,-3.4035,-3.5253,0.8212
402,-3.3588,-3.0632,-5.6011,-1.1236,-3.3418,-6.8210,1.6582
403,-1.1671,-5.4027,4.3415,0.3788,0.4885,-1.8301,1.4881
404,1.1951,2.0474,4.8544,-0.7547,-0.9723,2.1305,1.9456
405,2.0052,2.7455,4.6296,-0.3802,-0.7175,-1.0430,0.4979
406,2.1304,2.2610,-0.1264,0.3817,-0.4184,0.0000,1.1284
407,-0.5574,-2.7136,0.3797,0.3802,-0.3056,9.6179,3.4835
408,3.1597,4.7521,7.8184,0.3788,4.2146,7.9327,1.4201
409,-2.1056,-4.7337,5.2632,-0.3774,7.5368,-9.9109,0.0778
410,-2.4873,-1.0352,-8.8889,0.7576,-3.6239,-10.7540,0.5959
411,-1.6003,-4.9163,6.2195,-0.7519,1.3480,-2.2161,1.3909
412,-0.9378,0.0000,-10.1033,0.0000,-6.1603,-3.2578,-0.3302
413,4.2124,5.9406,6.3857,1.8939,4.9608,7.0278,-2.2939
414,1.3055,-0.2077,4.4418,1.1152,0.7463,0.9576,0.7043
415,1.6183,0.8325,3.3333,2.9412,-4.4797,3.3875,-1.1916
416,3.8105,6.0888,3.8932,2.5000,5.5761,-0.7864,-0.6816
417,1.1314,-0.5837,0.8565,-1.0453,-0.3847,17.5694,-1.1614
418,-1.7090,-0.6849,-1.0616,10.9155,-2.9143,3.3708,0.2136
419,0.4383,3.9409,-1.0730,0.3175,3.9421,3.9130,1.0660
420,4.8241,12.3223,1.8438,5.3797,-2.9923,6.7992,-1.1338
421,-2.1396,-2.7848,-0.3195,6.0060,-2.0086,-0.6856,0.0533
422,-3.8343,-3.5590,-3.5256,0.2833,-5.8931,-1.4793,1.7060
423,2.5713,2.8803,6.8660,3.6723,1.8281,2.2022,-1.6512
424,0.8673,-0.7874,4.0415,4.3597,0.7257,-0.3918,0.9061
425,-0.5636,-3.0864,-0.8964,-2.6110,-1.1756,1.8682,0.6074
426,0.0473,0.0000,1.7085,-1.8767,-3.3768,-6.9498,-0.0788
427,0.2581,-2.7298,0.8893,4.9180,-4.0111,7.4689,2.6271
428,-0.5234,-3.2741,-1.1753,1.3021,2.0687,14.0927,1.0495
429,-1.4344,1.4507,-3.1715,1.7995,0.6080,-1.2690,0.1520
430,-0.1677,-2.0019,1.6377,3.2828,0.8864,1.6281,2.0235
431,-4.4741,-8.6576,1.6113,-2.4450,-0.6789,-20.9106,1.5123
432,1.2121,2.7689,5.3518,1.5038,-2.0507,10.0213,-0.8060
433,-2.9912,-1.4508,-6.6792,1.2346,-5.0493,-2.5194,-0.3693
434,-4.6603,-4.3113,-1.2097,-0.4878,-1.5997,-3.6779,4.7448
435,-0.7278,0.8791,1.9388,-1.2255,-3.6028,-7.6367,1.5572
436,0.5477,-2.3965,7.1071,2.2333,1.9143,1.6760,4.1817
437,0.7712,3.5714,4.0187,0.9709,-1.6547,-5.0549,5.3072
438,-3.9040,-8.1897,1.4376,1.4423,2.6830,3.0093,-2.7422
439,-3.3230,-1.4085,-8.5917,-4.7393,-0.8857,-4.0449,-2.1990
440,-1.3923,-1.0714,2.5194,-0.4975,-3.1278,0.0000,2.9720
441,1.3870,2.5271,-0.5671,0.5000,7.8875,-3.1616,1.2863
442,0.6969,-1.6432,-3.0418,1.2438,-5.6007,7.9807,-2.5187
443,2.2936,2.3866,4.3137,1.9656,-3.8043,1.0078,0.3503
444,-8.9495,-19.3473,-5.9211,-2.8916,-8.2392,-9.5344,5.3349
445,4.6549,-0.4335,12.2877,1.7370,4.0534,3.1863,-0.7975
446,1.5970,1.7417,-2.4911,0.2439,1.0355,2.6128,1.0649
447,0.0268,-0.5706,8.1204,-3.4063,-2.9771,7.1759,4.7004
448,-0.7016,-6.4562,-0.1688,2.2670,1.6600,-7.1274,26.7884
449,-6.5356,-10.4294,-4.2265,0.2463,-3.2657,-2.4419,-4.5914
450,1.6355,3.2534,-1.2357,0.0000,-1.6880,0.4768,-1.6313
451,2.8135,-1.3267,5.8088,1.7199,9.3652,2.3725,8.3748
452,0.5940,3.3613,-4.3919,0.0000,-3.6632,-1.9699,-1.5302
453,1.5926,3.0894,-2.8269,0.2415,3.6049,1.6548,-4.3512
454,3.4071,4.2587,3.6364,-0.4819,-3.5748,-3.8372,1.7059
455,2.0092,16.6415,-3.2456,-0.2421,-3.0153,-1.0883,-4.2732
456,-5.0756,-12.4514,0.9973,3.6408,4.8930,-8.8020,1.8773
457,1.8696,7.1111,-1.7056,0.9368,-1.0690,-4.1555,-2.9484
458,-0.2099,2.9046,-6.7580,0.4640,-5.3536,4.0559,-4.9367
459,-6.1304,-6.9892,-11.9491,0.0000,-11.5724,-6.5860,-0.3995
460,3.9556,11.5607,4.2269,-1.3857,13.3216,-0.8633,-3.3422
461,-1.3640,1.2953,-2.8815,0.0000,-11.8591,-6.3861,0.5994
462,0.8372,1.5345,-2.7473,0.0000,-8.0494,-1.5504,-2.2365
463,-0.6550,1.6373,-8.0226,-0.4684,1.5335,-2.3622,-1.0688
464,2.5943,2.4783,-6.7568,-1.1765,12.0831,2.0968,-2.0091
465,-1.7990,-3.6276,3.1621,-0.7143,-9.3206,-2.8436,2.2727
466,-3.3841,-2.6349,-3.7037,-0.9592,-6.2539,-10.5691,1.9385
467,1.4715,4.5103,-1.5915,-2.1792,-0.4624,2.7273,-2.0037
468,-1.5517,-1.8496,-4.1779,-2.2277,0.3318,-2.6549,-0.3408
469,-1.7742,0.5025,2.5316,1.2658,-4.7619,-3.0909,2.8495
470,3.2153,-1.1250,1.5089,2.0000,12.1528,8.6304,1.2006
471,7.3815,15.6764,6.6216,1.4706,2.4768,2.0725,-2.3179
472,3.3990,-0.1093,7.3511,0.0000,10.9366,9.1371,-1.4387
473,1.1156,-1.2035,-2.2432,-2.1739,3.9760,3.8760,-1.2133
474,-0.4716,-1.6611,0.3623,2.2222,-7.0194,-4.1791,0.4989
475,0.2570,-0.1126,3.3694,-2.4155,-1.6338,-1.0903,0.5538
476,0.4583,-2.2548,7.6834,2.2277,5.1546,19.3701,1.0065
477,0.0784,1.4994,-2.5946,-2.9056,6.1002,37.2032,1.1092
478,-1.6736,-1.5909,-2.5527,-0.7481,-2.2074,8.9423,1.2830
479,1.7389,5.4273,7.2893,0.0000,1.3648,7.6787,0.2846
480,-3.3577,0.5476,-6.5817,1.5075,-6.8876,12.2131,2.6545
481,-6.0611,-9.1503,3.6364,-2.2277,-4.8387,-5.8437,0.7133
482,-0.2677,-4.3165,-2.8509,0.0000,-0.5260,6.2064,-1.3280
